edge_id,source_entity_id,target_entity_id,relation_type,dependency_category,source_file,source_line,target_file,source_group_id,target_group_id,source_signature,target_signature,cross_file,observed_products,resolution_status
"D522","E132","E141","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",225,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D523","E132","E112","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",226,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D524","E132","E115","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",228,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D525","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",229,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D526","E132","E109","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",229,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D527","E132","E116","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",229,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D528","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",232,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D529","E132","E109","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",232,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D530","E132","E115","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",232,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D531","E132","E116","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",233,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D532","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",236,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D533","E132","E109","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",236,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D534","E132","E115","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",236,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D535","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",237,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D536","E132","E109","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",237,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D537","E132","E116","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",237,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D538","E132","E115","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",240,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D539","E132","E116","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",241,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D540","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",244,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D541","E132","E117","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",247,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D542","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",251,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D543","E132","E109","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",251,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D544","E132","E113","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",251,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D545","E132","E114","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",251,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D546","E132","E141","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",251,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D547","E132","E112","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",254,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D548","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",256,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D549","E132","E115","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",256,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D550","E132","E142","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",256,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D551","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",257,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D552","E132","E109","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",257,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D553","E132","E116","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",257,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D554","E132","E142","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",257,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D555","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",260,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D556","E132","E109","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",260,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D557","E132","E115","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",260,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D558","E132","E142","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",260,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D559","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",261,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D560","E132","E116","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",261,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D561","E132","E142","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",261,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D562","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",264,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D563","E132","E109","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",264,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D564","E132","E115","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",264,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D565","E132","E142","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",264,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D566","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",265,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D567","E132","E109","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",265,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D568","E132","E116","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",265,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D569","E132","E142","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",265,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D570","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",268,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D571","E132","E115","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",268,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D572","E132","E142","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",268,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D573","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",269,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D574","E132","E116","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",269,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D575","E132","E142","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",269,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D576","E132","E106","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",272,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
