relation_id,relation_type,source_entity_id,target_text,file,line,group_id,signature,resolution_status,failure_reason,observed_products
"R2005","FIELD_REFERENCE","E236","MAIN_MENU","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",235,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2007","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",235,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2010","FIELD_REFERENCE","E236","NOTE","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",238,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2011","METHOD_CALL","E236","equals","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",238,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2012","FIELD_REFERENCE","E236","NOTE","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",239,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2013","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",239,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2015","FIELD_REFERENCE","E236","NOTE","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",240,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2017","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",240,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2020","FIELD_REFERENCE","E236","HNOTE","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",243,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2021","METHOD_CALL","E236","equals","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",243,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2022","FIELD_REFERENCE","E236","MAIN_MENU","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",244,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2023","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",244,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2025","FIELD_REFERENCE","E236","MAIN_MENU","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",245,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2027","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",245,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2030","FIELD_REFERENCE","E236","HELP","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",248,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2031","METHOD_CALL","E236","equals","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",248,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2032","FIELD_REFERENCE","E236","HELP","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",249,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2033","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",249,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2035","FIELD_REFERENCE","E236","HELP","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",250,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2037","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",250,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2039","FIELD_REFERENCE","E236","HelpItem","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",253,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2040","METHOD_CALL","E236","equals","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",253,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2041","FIELD_REFERENCE","E236","MAIN_MENU","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",254,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2042","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",254,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2044","FIELD_REFERENCE","E236","MAIN_MENU","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",255,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2046","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",255,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2049","FIELD_REFERENCE","E236","EXIT","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",258,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2050","METHOD_CALL","E236","equals","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",258,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2051","METHOD_CALL","E236","exit","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",259,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2052","FIELD_REFERENCE","E236","PAUSE","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",261,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2053","METHOD_CALL","E236","equals","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",261,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2054","FIELD_REFERENCE","E236","SPIELEN","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",262,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2055","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",262,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2057","FIELD_REFERENCE","E236","SPIELEN","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",263,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2059","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",263,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2062","FIELD_REFERENCE","E236","RESUME","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",266,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2063","METHOD_CALL","E236","equals","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",266,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2065","FIELD_REFERENCE","E236","TANKA","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",269,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2066","METHOD_CALL","E236","equals","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",269,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2069","FIELD_REFERENCE","E236","LEVEL","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",272,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2070","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",272,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2072","FIELD_REFERENCE","E236","LEVEL","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",273,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2074","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",273,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2075","FIELD_REFERENCE","E236","TANKB","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",275,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2076","METHOD_CALL","E236","equals","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",275,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2079","FIELD_REFERENCE","E236","LEVEL","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",278,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2080","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",278,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2082","FIELD_REFERENCE","E236","LEVEL","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",279,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2084","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",279,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2085","FIELD_REFERENCE","E236","TANKC","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",281,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2086","METHOD_CALL","E236","equals","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",281,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2089","FIELD_REFERENCE","E236","LEVEL","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",284,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2090","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",284,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2092","FIELD_REFERENCE","E236","LEVEL","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",285,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2094","METHOD_CALL","E236","setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",285,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2096","METHOD_CALL","E237","repaint","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",289,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2104","METHOD_CALL","E238","createImage","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",293,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2107","METHOD_CALL","E238","getGraphics","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",295,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2109","METHOD_CALL","E238","getColor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",296,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2111","FIELD_REFERENCE","E238","black","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",297,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2112","METHOD_CALL","E238","setColor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",297,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2117","METHOD_CALL","E238","setColor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",299,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2120","METHOD_CALL","E238","drawImage","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",301,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2122","METHOD_CALL","E238","repaint","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",302,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2128","CONSTRUCTOR_CALL","E241","Color","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",311,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2131","METHOD_CALL","E241","setColor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",312,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2137","METHOD_CALL","E243","fillOval","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",318,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2140","METHOD_CALL","E244","fillRect","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",321,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2143","METHOD_CALL","E245","drawLine","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",324,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2146","METHOD_CALL","E246","drawRect","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",327,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2149","METHOD_CALL","E247","drawRoundRect","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",330,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2150","EXTENDS","E248","Tool$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",10,"G3","TankWar_P1|TankWar_P2|TankWar_P3","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3"
"R2151","EXTENDS","E249","Tool$$Energie","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",12,"G20","TankWar_P4","AMBIGUOUS","ambiguous target","TankWar_P4"
"R2152","EXTENDS","E250","Tool$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",14,"G22","TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P5"
"R2155","CONSTRUCTOR_CALL","E251","super","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",17,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2156","FIELD_REFERENCE","E252","maler","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",22,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2158","FIELD_REFERENCE","E252","maler","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",25,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2160","FIELD_REFERENCE","E252","maler","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",28,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2162","FIELD_REFERENCE","E252","maler","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",31,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2164","FIELD_REFERENCE","E252","maler","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",34,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2166","FIELD_REFERENCE","E252","maler","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",37,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2168","EXTENDS","E253","Thread","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21",9,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2173","METHOD_CALL","E256","aktualisieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21",16,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2174","METHOD_CALL","E256","sleep","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21",18,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2176","METHOD_CALL","E256","printStackTrace","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21",20,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R2203","METHOD_CALL","E273","init","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",19,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
