block_id,group_id,signature,entity_id,entity_kind,qualified_name,entity_role,domain_score,variability_score,file,start_line,end_line,observed_product_set
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:ELIF:14-16,G12,TankWar_P2,E345,CLASS,TankManager$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31,16,25,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:12-13,G6,TankWar_P1|TankWar_P3,E344,CLASS,TankManager$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31,13,25,TankWar_P1|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:6-25,G3,TankWar_P1|TankWar_P2|TankWar_P3,E346,CONSTRUCTOR,TankManager$$Mars.TankManager$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31,18,20,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:6-25,G3,TankWar_P1|TankWar_P2|TankWar_P3,E347,METHOD,TankManager$$Mars.toolsLaden,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31,21,24,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:ELIF:27-29,G17,TankWar_P3,E349,CLASS,Maler$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32,29,40,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:ELIF:30-31,G12,TankWar_P2,E350,CLASS,Maler$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32,31,40,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:24-26,G1,TankWar_P1,E348,CLASS,Maler$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32,26,40,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:6-40,G3,TankWar_P1|TankWar_P2|TankWar_P3,E351,CONSTRUCTOR,Maler$$einfrieren.Maler$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32,33,35,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:6-40,G3,TankWar_P1|TankWar_P2|TankWar_P3,E352,METHOD,Maler$$einfrieren.helpItemErstellen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32,36,39,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:ELIF:9-10,G12,TankWar_P2,E354,CLASS,Tool$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33,10,23,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:6-23,G3,TankWar_P1|TankWar_P2|TankWar_P3,E355,CONSTRUCTOR,Tool$$Mars.Tool$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33,12,14,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:6-23,G3,TankWar_P1|TankWar_P2|TankWar_P3,E356,METHOD,Tool$$Mars.init,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33,15,22,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:7-8,G6,TankWar_P1|TankWar_P3,E353,CLASS,Tool$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33,8,23,TankWar_P1|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:ELIF:27-28,G1,TankWar_P1,E358,CLASS,Maler$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34,28,39,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:ELIF:29-30,G22,TankWar_P5,E359,CLASS,Maler$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34,30,39,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:25-26,G17,TankWar_P3,E357,CLASS,Maler$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34,26,39,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:6-39,G8,TankWar_P1|TankWar_P3|TankWar_P5,E360,CONSTRUCTOR,Maler$$Feuerkraft.Maler$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34,32,34,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:6-39,G8,TankWar_P1|TankWar_P3|TankWar_P5,E361,METHOD,Maler$$Feuerkraft.helpItemErstellen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34,35,38,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:ELIF:27-28,G12,TankWar_P2,E363,CLASS,Maler$$Bombe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35,28,37,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:24-26,G21,TankWar_P4|TankWar_P5,E362,CLASS,Maler$$Bombe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35,26,37,TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:6-37,G16,TankWar_P2|TankWar_P4|TankWar_P5,E364,CONSTRUCTOR,Maler$$Bombe.Maler$$Bombe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35,30,32,TankWar_P2|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:6-37,G16,TankWar_P2|TankWar_P4|TankWar_P5,E365,METHOD,Maler$$Bombe.helpItemErstellen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35,33,36,TankWar_P2|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:ELIF:14-15,G17,TankWar_P3,E367,CLASS,TankManager$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,15,27,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:ELIF:16-18,G12,TankWar_P2,E368,CLASS,TankManager$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,18,27,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:12-13,G1,TankWar_P1,E366,CLASS,TankManager$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,13,27,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:6-27,G3,TankWar_P1|TankWar_P2|TankWar_P3,E369,CONSTRUCTOR,TankManager$$einfrieren.TankManager$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,20,22,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:6-27,G3,TankWar_P1|TankWar_P2|TankWar_P3,E370,METHOD,TankManager$$einfrieren.toolsLaden,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,23,26,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:ELIF:27-28,G12,TankWar_P2,E372,CLASS,Maler$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37,28,37,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:IF:24-26,G6,TankWar_P1|TankWar_P3,E371,CLASS,Maler$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37,26,37,TankWar_P1|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:IF:6-37,G3,TankWar_P1|TankWar_P2|TankWar_P3,E373,CONSTRUCTOR,Maler$$Mars.Maler$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37,30,32,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:IF:6-37,G3,TankWar_P1|TankWar_P2|TankWar_P3,E374,METHOD,Maler$$Mars.helpItemErstellen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37,33,36,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:ELIF:12-14,G12,TankWar_P2,E376,CLASS,TankManager$$Bombe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,14,25,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:ELIF:15-16,G22,TankWar_P5,E377,CLASS,TankManager$$Bombe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,16,25,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:IF:6-25,G16,TankWar_P2|TankWar_P4|TankWar_P5,E378,CONSTRUCTOR,TankManager$$Bombe.TankManager$$Bombe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,18,20,TankWar_P2|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:IF:6-25,G16,TankWar_P2|TankWar_P4|TankWar_P5,E379,METHOD,TankManager$$Bombe.toolsLaden,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,21,24,TankWar_P2|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:IF:9-11,G20,TankWar_P4,E375,CLASS,TankManager$$Bombe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,11,25,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:ELIF:12-13,G1,TankWar_P1,E381,CLASS,Tank$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,13,46,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:ELIF:14-15,G22,TankWar_P5,E382,CLASS,Tank$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,15,46,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,G8,TankWar_P1|TankWar_P3|TankWar_P5,E383,FIELD,Tank$$Feuerkraft.feuerkraftTimer,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,17,17,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,G8,TankWar_P1|TankWar_P3|TankWar_P5,E384,FIELD,Tank$$Feuerkraft.feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,18,18,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,G8,TankWar_P1|TankWar_P3|TankWar_P5,E385,CONSTRUCTOR,Tank$$Feuerkraft.Tank$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,19,21,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,G8,TankWar_P1|TankWar_P3|TankWar_P5,E386,METHOD,Tank$$Feuerkraft.toolKontroller,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,22,33,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,G8,TankWar_P1|TankWar_P3|TankWar_P5,E387,METHOD,Tank$$Feuerkraft.toolBehandeln,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,34,45,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:9-11,G17,TankWar_P3,E380,CLASS,Tank$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,11,46,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E332,CLASS,TankManager$$Tools,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3,17,44,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E333,FIELD,TankManager$$Tools.toolMenge,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3,18,18,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E334,CONSTRUCTOR,TankManager$$Tools.TankManager$$Tools,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3,19,21,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E335,METHOD,TankManager$$Tools.komponenteMalen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3,22,27,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E336,METHOD,TankManager$$Tools.toolsLaden,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3,28,29,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E337,METHOD,TankManager$$Tools.toolInit,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3,30,39,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E338,METHOD,TankManager$$Tools.addEnemyTank,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3,40,43,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:ELIF:27-28,G22,TankWar_P5,E395,CLASS,Maler$$M_600,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40,28,39,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:ELIF:29-30,G1,TankWar_P1,E396,CLASS,Maler$$M_600,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40,30,39,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:IF:25-26,G20,TankWar_P4,E394,CLASS,Maler$$M_600,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40,26,39,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:IF:6-39,G10,TankWar_P1|TankWar_P4|TankWar_P5,E397,CONSTRUCTOR,Maler$$M_600.Maler$$M_600,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40,32,34,TankWar_P1|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:IF:6-39,G10,TankWar_P1|TankWar_P4|TankWar_P5,E398,METHOD,Maler$$M_600.gamesize,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40,35,38,TankWar_P1|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:ELIF:12-14,G17,TankWar_P3,E400,CLASS,Tank$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,14,48,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:ELIF:15-16,G1,TankWar_P1,E401,CLASS,Tank$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,16,48,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48,G3,TankWar_P1|TankWar_P2|TankWar_P3,E402,FIELD,Tank$$Mars.mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,18,18,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48,G3,TankWar_P1|TankWar_P2|TankWar_P3,E403,FIELD,Tank$$Mars.marsTimer,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,19,19,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48,G3,TankWar_P1|TankWar_P2|TankWar_P3,E404,CONSTRUCTOR,Tank$$Mars.Tank$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,20,22,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48,G3,TankWar_P1|TankWar_P2|TankWar_P3,E405,METHOD,Tank$$Mars.toolKontroller,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,23,32,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48,G3,TankWar_P1|TankWar_P2|TankWar_P3,E406,METHOD,Tank$$Mars.toolBehandeln,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,33,41,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48,G3,TankWar_P1|TankWar_P2|TankWar_P3,E407,METHOD,Tank$$Mars.beschaedigen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,42,47,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:9-11,G12,TankWar_P2,E399,CLASS,Tank$$Mars,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,11,48,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42:ELIF:9-10,G12,TankWar_P2,E409,CLASS,Tool$$Bombe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42,10,23,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42:IF:6-23,G16,TankWar_P2|TankWar_P4|TankWar_P5,E410,CONSTRUCTOR,Tool$$Bombe.Tool$$Bombe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42,12,14,TankWar_P2|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42:IF:6-23,G16,TankWar_P2|TankWar_P4|TankWar_P5,E411,METHOD,Tool$$Bombe.init,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42,15,22,TankWar_P2|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42:IF:7-8,G21,TankWar_P4|TankWar_P5,E408,CLASS,Tool$$Bombe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42,8,23,TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43:ELIF:11-12,G1,TankWar_P1,E414,CLASS,Tool$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43,12,25,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43:ELIF:9-10,G17,TankWar_P3,E413,CLASS,Tool$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43,10,25,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43:IF:6-25,G8,TankWar_P1|TankWar_P3|TankWar_P5,E415,CONSTRUCTOR,Tool$$Feuerkraft.Tool$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43,14,16,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43:IF:6-25,G8,TankWar_P1|TankWar_P3|TankWar_P5,E416,METHOD,Tool$$Feuerkraft.init,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43,17,24,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43:IF:7-8,G22,TankWar_P5,E412,CLASS,Tool$$Feuerkraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43,8,25,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44:ELIF:9-10,G13,TankWar_P2|TankWar_P3,E418,CLASS,Tool$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44,10,23,TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44:IF:6-23,G3,TankWar_P1|TankWar_P2|TankWar_P3,E419,CONSTRUCTOR,Tool$$einfrieren.Tool$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44,12,14,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44:IF:6-23,G3,TankWar_P1|TankWar_P2|TankWar_P3,E420,METHOD,Tool$$einfrieren.init,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44,15,22,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44:IF:7-8,G1,TankWar_P1,E417,CLASS,Tool$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44,8,23,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45:ELIF:10-11,G17,TankWar_P3,E422,CLASS,Missile$$Image,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45,11,38,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45:IF:6-38,G14,TankWar_P2|TankWar_P3|TankWar_P4,E423,CONSTRUCTOR,Missile$$Image.Missile$$Image,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45,13,15,TankWar_P2|TankWar_P3|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45:IF:6-38,G14,TankWar_P2|TankWar_P3|TankWar_P4,E424,METHOD,Missile$$Image.malen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45,16,37,TankWar_P2|TankWar_P3|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45:IF:8-9,G15,TankWar_P2|TankWar_P4,E421,CLASS,Missile$$Image,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45,9,38,TankWar_P2|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46:ELIF:11-13,G13,TankWar_P2|TankWar_P3,E426,CLASS,Tank$$einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46,13,50,TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46:IF:6-50,G3,TankWar_P1|TankWar_P2|TankWar_P3,E427,FIELD,Tank$$einfrieren.einfrierenTimer,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46,15,15,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46:IF:6-50,G3,TankWar_P1|TankWar_P2|TankWar_P3,E428,FIELD,Tank$$einfrieren.einfrieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46,16,16,TankWar_P1|TankWar_P2|TankWar_P3
