relation_id,source_block_id,target_block_id,source_entity_id,target_entity_id,target_text,relation_type,source_file,source_line,source_group_id,target_group_id,source_signature,target_signature,source_entity_role,target_entity_role,dependency_strength,domain_relevance,requires_relevance,exclusion_reason,resolution_status,observed_product_set
D1129,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4:IF:8-26,E218,E390,,CONSTRUCTOR_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,62,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1130,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E218,E203,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,62,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1131,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E218,E209,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,62,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1132,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E218,E209,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,63,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1133,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E221,E206,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,68,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1134,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E221,E203,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,70,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1135,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E222,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,74,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1136,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E222,E223,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,75,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,APPLICATION_ORCHESTRATION,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1137,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E222,E206,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,77,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1138,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E222,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,77,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1139,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,E222,E132,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,77,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.750,0.275,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1140,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E204,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,80,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1141,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E205,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,80,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1142,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E211,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,80,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1143,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E209,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,81,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1144,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,E223,E120,,CONSTRUCTOR_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,82,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.750,0.275,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1145,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,82,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1146,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,83,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1147,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,84,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1148,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,85,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1149,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,86,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1150,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,E223,E125,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,86,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.750,0.275,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1151,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E204,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,87,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1152,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E205,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,87,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1153,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,87,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1154,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E211,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,87,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1155,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,E223,E123,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,87,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.750,0.275,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1156,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,88,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1157,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,E223,E124,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,88,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.750,0.275,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1158,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E204,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,89,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1159,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E205,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,89,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1160,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,89,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1161,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E211,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,89,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1162,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,E223,E121,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,89,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.750,0.275,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1163,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E228,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,89,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1164,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E223,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,90,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1165,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,E223,E122,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,90,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,APPLICATION_ORCHESTRATION,UNKNOWN,0.750,0.275,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1166,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E224,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,93,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1167,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E224,E225,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,94,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1168,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E224,E206,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,96,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1169,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E224,E208,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,96,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
