entity_id,qualified_name,entity_kind,entity_role,domain_score,variability_score,package_name,observed_product_set,classification_evidence
E400,Tank$$Mars,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E401,Tank$$Mars,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E402,Tank$$Mars.mars,FIELD,UNKNOWN,0.200,0.050,Tank$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E403,Tank$$Mars.marsTimer,FIELD,UNKNOWN,0.200,0.050,Tank$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E404,Tank$$Mars.Tank$$Mars,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E405,Tank$$Mars.toolKontroller,METHOD,UNKNOWN,0.200,0.050,Tank$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E406,Tank$$Mars.toolBehandeln,METHOD,UNKNOWN,0.200,0.050,Tank$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E407,Tank$$Mars.beschaedigen,METHOD,UNKNOWN,0.200,0.050,Tank$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E408,Tool$$Bombe,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4|TankWar_P5,no configured role token matched
E409,Tool$$Bombe,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E41,MapInfo.metalWallLocationY,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E410,Tool$$Bombe.Tool$$Bombe,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tool$$Bombe,TankWar_P2|TankWar_P4|TankWar_P5,no configured role token matched
E411,Tool$$Bombe.init,METHOD,UNKNOWN,0.200,0.050,Tool$$Bombe,TankWar_P2|TankWar_P4|TankWar_P5,no configured role token matched
E412,Tool$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E413,Tool$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E414,Tool$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E415,Tool$$Feuerkraft.Tool$$Feuerkraft,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tool$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E416,Tool$$Feuerkraft.init,METHOD,UNKNOWN,0.200,0.050,Tool$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E417,Tool$$einfrieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E418,Tool$$einfrieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2|TankWar_P3,no configured role token matched
E419,Tool$$einfrieren.Tool$$einfrieren,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tool$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E42,MapInfo.metalWallWidth,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E420,Tool$$einfrieren.init,METHOD,UNKNOWN,0.200,0.050,Tool$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E421,Missile$$Image,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2|TankWar_P4,no configured role token matched
E422,Missile$$Image,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E423,Missile$$Image.Missile$$Image,CONSTRUCTOR,UNKNOWN,0.200,0.050,Missile$$Image,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E424,Missile$$Image.malen,METHOD,UNKNOWN,0.200,0.050,Missile$$Image,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E425,Tank$$einfrieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E426,Tank$$einfrieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2|TankWar_P3,no configured role token matched
E427,Tank$$einfrieren.einfrierenTimer,FIELD,UNKNOWN,0.200,0.050,Tank$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E428,Tank$$einfrieren.einfrieren,FIELD,UNKNOWN,0.200,0.050,Tank$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E429,Tank$$einfrieren.Tank$$einfrieren,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E43,MapInfo.metalWallHeight,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E430,Tank$$einfrieren.toolKontroller,METHOD,UNKNOWN,0.200,0.050,Tank$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E431,Tank$$einfrieren.toolBehandeln,METHOD,UNKNOWN,0.200,0.050,Tank$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E432,SoundPlayer,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E433,SoundPlayer.instance,FIELD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E434,SoundPlayer.inputStream,FIELD,INFRASTRUCTURE,0.150,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,matched infrastructure token
E435,SoundPlayer.getInstance,METHOD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E436,SoundPlayer.playBgSound,METHOD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E437,SoundPlayer.playFireSound,METHOD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E438,SoundPlayer.playExplodeSound,METHOD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E439,SoundPlayer.playMoveSound,METHOD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E44,MapInfo.grassWallLocationX,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E440,SoundPlayer.playRogerSound,METHOD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E441,SoundPlayer.playYessirSound,METHOD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E442,SoundPlayer.playYeahSound,METHOD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E443,SoundPlayer.playEatSound,METHOD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E444,SoundPlayer.stopSound,METHOD,UNKNOWN,0.200,0.050,SoundPlayer,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E445,Tank$$Sound_fuer_pc,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E446,Tank$$Sound_fuer_pc,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3|TankWar_P4,no configured role token matched
E447,Tank$$Sound_fuer_pc.Tank$$Sound_fuer_pc,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank$$Sound_fuer_pc,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E448,Tank$$Sound_fuer_pc.keyPressBehandeln,METHOD,UNKNOWN,0.200,0.050,Tank$$Sound_fuer_pc,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E449,Tank$$Sound_fuer_pc.explodieren,METHOD,UNKNOWN,0.200,0.050,Tank$$Sound_fuer_pc,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E45,MapInfo.grassWallLocationY,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E450,Tank$$Sound_fuer_pc.toolBehandeln,METHOD,UNKNOWN,0.200,0.050,Tank$$Sound_fuer_pc,TankWar_P2|TankWar_P3|TankWar_P4,no configured role token matched
E451,ExplodierenEffekt$$explodieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3|TankWar_P5,no configured role token matched
E452,ExplodierenEffekt$$explodieren.i,FIELD,UNKNOWN,0.200,0.050,ExplodierenEffekt$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E453,ExplodierenEffekt$$explodieren.x,FIELD,UNKNOWN,0.200,0.050,ExplodierenEffekt$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E454,ExplodierenEffekt$$explodieren.y,FIELD,UNKNOWN,0.200,0.050,ExplodierenEffekt$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E455,ExplodierenEffekt$$explodieren.koernigKeit,FIELD,UNKNOWN,0.200,0.050,ExplodierenEffekt$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E456,ExplodierenEffekt$$explodieren.step,FIELD,UNKNOWN,0.200,0.050,ExplodierenEffekt$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E457,ExplodierenEffekt$$explodieren.ExplodierenEffekt$$explodieren,CONSTRUCTOR,UNKNOWN,0.200,0.050,ExplodierenEffekt$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E458,ExplodierenEffekt$$explodieren.init,METHOD,UNKNOWN,0.200,0.050,ExplodierenEffekt$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E459,ExplodierenEffekt$$explodieren.malen,METHOD,UNKNOWN,0.200,0.050,ExplodierenEffekt$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E46,MapInfo.grassWallWidth,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E460,ExplodierenEffekt$$explodieren.fillTriangle,METHOD,UNKNOWN,0.200,0.050,ExplodierenEffekt$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E461,ExplodierenEffekt$$explodieren.explodieren,METHOD,UNKNOWN,0.200,0.050,ExplodierenEffekt$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E462,Wall,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E463,Wall.Wall,CONSTRUCTOR,UNKNOWN,0.200,0.050,Wall,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E464,Wall.malen,METHOD,UNKNOWN,0.200,0.050,Wall,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E465,TankManager$$Energie,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E466,TankManager$$Energie,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E467,TankManager$$Energie.TankManager$$Energie,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager$$Energie,TankWar_P1|TankWar_P4,no configured role token matched
E468,TankManager$$Energie.toolsLaden,METHOD,UNKNOWN,0.200,0.050,TankManager$$Energie,TankWar_P1|TankWar_P4,no configured role token matched
E469,Maler$$USA_M1Abrams,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E47,MapInfo.grassWallHeight,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E470,Maler$$USA_M1Abrams,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E471,Maler$$USA_M1Abrams.Maler$$USA_M1Abrams,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$USA_M1Abrams,TankWar_P1|TankWar_P2,no configured role token matched
E472,Maler$$USA_M1Abrams.tankErstellen,METHOD,UNKNOWN,0.200,0.050,Maler$$USA_M1Abrams,TankWar_P1|TankWar_P2,no configured role token matched
E473,Tank$$Beschleunigung,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2|TankWar_P3,no configured role token matched
E474,Tank$$Beschleunigung.beschleunigungTimer,FIELD,UNKNOWN,0.200,0.050,Tank$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E475,Tank$$Beschleunigung.beschleunigung,FIELD,UNKNOWN,0.200,0.050,Tank$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E476,Tank$$Beschleunigung.Tank$$Beschleunigung,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E477,Tank$$Beschleunigung.toolKontroller,METHOD,UNKNOWN,0.200,0.050,Tank$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E478,Tank$$Beschleunigung.toolBehandeln,METHOD,UNKNOWN,0.200,0.050,Tank$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E479,Tank$$Energie,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E48,MapInfo.waterWallLocationX,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E480,Tank$$Energie,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E481,Tank$$Energie.Tank$$Energie,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank$$Energie,TankWar_P1|TankWar_P4,no configured role token matched
E482,Tank$$Energie.toolBehandeln,METHOD,UNKNOWN,0.200,0.050,Tank$$Energie,TankWar_P1|TankWar_P4,no configured role token matched
E483,TankManager$$explodieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E484,TankManager$$explodieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E485,TankManager$$explodieren.expEffekt,FIELD,UNKNOWN,0.200,0.050,TankManager$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E486,TankManager$$explodieren.TankManager$$explodieren,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E487,TankManager$$explodieren.komponenteMalen,METHOD,UNKNOWN,0.200,0.050,TankManager$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E488,ExplodierenEffekt,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3|TankWar_P5,no configured role token matched
E489,ExplodierenEffekt.init,FIELD,UNKNOWN,0.200,0.050,ExplodierenEffekt,TankWar_P3|TankWar_P5,no configured role token matched
E49,MapInfo.waterWallLocationY,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E490,ExplodierenEffekt.live,FIELD,UNKNOWN,0.200,0.050,ExplodierenEffekt,TankWar_P3|TankWar_P5,no configured role token matched
E491,ExplodierenEffekt.step,FIELD,UNKNOWN,0.200,0.050,ExplodierenEffekt,TankWar_P3|TankWar_P5,no configured role token matched
E492,ExplodierenEffekt.ExplodierenEffekt,CONSTRUCTOR,UNKNOWN,0.200,0.050,ExplodierenEffekt,TankWar_P3|TankWar_P5,no configured role token matched
E493,ExplodierenEffekt.malen,METHOD,UNKNOWN,0.200,0.050,ExplodierenEffekt,TankWar_P3|TankWar_P5,no configured role token matched
E494,Maler$$Beschleunigung,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2|TankWar_P3,no configured role token matched
E495,Maler$$Beschleunigung.Maler$$Beschleunigung,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E496,Maler$$Beschleunigung.helpItemErstellen,METHOD,UNKNOWN,0.200,0.050,Maler$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E497,Tool$$Energie,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E498,Tool$$Energie,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E499,Tool$$Energie.Tool$$Energie,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tool$$Energie,TankWar_P1|TankWar_P4,no configured role token matched
E5,Missile$$TankWar.currTime,FIELD,UNKNOWN,0.200,0.050,Missile$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E50,MapInfo.waterWallWidth,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E500,Tool$$Energie.init,METHOD,UNKNOWN,0.200,0.050,Tool$$Energie,TankWar_P1|TankWar_P4,no configured role token matched
E501,Tank$$explodieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E502,Tank$$explodieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E503,Tank$$explodieren.Tank$$explodieren,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E504,Tank$$explodieren.explodieren,METHOD,UNKNOWN,0.200,0.050,Tank$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E505,TankManager$$Beschleunigung,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2|TankWar_P3,no configured role token matched
E506,TankManager$$Beschleunigung.TankManager$$Beschleunigung,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E507,TankManager$$Beschleunigung.toolsLaden,METHOD,UNKNOWN,0.200,0.050,TankManager$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E508,Maler,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E509,Maler,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E51,MapInfo.waterWallHeight,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E510,Maler,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E511,Maler,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4|TankWar_P5,no configured role token matched
E512,Maler.Maler,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E513,Maler.tankErstellen,METHOD,UNKNOWN,0.200,0.050,Maler,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E514,Tool$$Beschleunigung,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2|TankWar_P3,no configured role token matched
E515,Tool$$Beschleunigung.Tool$$Beschleunigung,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tool$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E516,Tool$$Beschleunigung.init,METHOD,UNKNOWN,0.200,0.050,Tool$$Beschleunigung,TankWar_P2|TankWar_P3,no configured role token matched
E517,Maler$$Germany_Leopard,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E518,Maler$$Germany_Leopard,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E519,Maler$$Germany_Leopard.Maler$$Germany_Leopard,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$Germany_Leopard,TankWar_P2|TankWar_P3,no configured role token matched
E52,MapInfo.enemyLocation,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E520,Maler$$Germany_Leopard.tankErstellen,METHOD,UNKNOWN,0.200,0.050,Maler$$Germany_Leopard,TankWar_P2|TankWar_P3,no configured role token matched
E521,Maler$$Energie,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E522,Maler$$Energie,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E523,Maler$$Energie.Maler$$Energie,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$Energie,TankWar_P1|TankWar_P4,no configured role token matched
E524,Maler$$Energie.helpItemErstellen,METHOD,UNKNOWN,0.200,0.050,Maler$$Energie,TankWar_P1|TankWar_P4,no configured role token matched
E525,ExplodierenEffekt$$TankWar,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3|TankWar_P5,no configured role token matched
E526,Missile$$explodieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3|TankWar_P5,no configured role token matched
E527,Missile$$explodieren.Missile$$explodieren,CONSTRUCTOR,UNKNOWN,0.200,0.050,Missile$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E528,Missile$$explodieren.explodieren,METHOD,UNKNOWN,0.200,0.050,Missile$$explodieren,TankWar_P3|TankWar_P5,no configured role token matched
E529,Tank,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E53,MapInfo.enemyAllNr,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E530,Tank.Tank,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank,TankWar_P3,no configured role token matched
E531,Tank.tankFeindKI,METHOD,UNKNOWN,0.200,0.050,Tank,TankWar_P3,no configured role token matched
E532,Maler$$M_240,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E533,Maler$$M_240.Maler$$M_240,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$M_240,TankWar_P3,no configured role token matched
E534,Maler$$M_240.gamesize,METHOD,UNKNOWN,0.200,0.050,Maler$$M_240,TankWar_P3,no configured role token matched
E535,Sprach,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E536,Sprach.START,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E537,Sprach.HELP,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E538,Sprach.HelpItem,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E539,Sprach.EXIT,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E54,MapInfo.enemyMaxNr,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E540,Sprach.LIAN_WANG,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E541,Sprach.RESUME,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E542,Sprach.NOTE,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E543,Sprach.MAIN_MENU,FIELD,APPLICATION_ORCHESTRATION,0.350,0.200,Sprach,TankWar_P4,matched orchestration token
E544,Sprach.PAUSE,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E545,Sprach.HNOTE,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E546,Sprach.Name,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E547,Sprach.LOSE,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E548,Sprach.LEVEL,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E549,Sprach.WIN,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E55,MapInfo.enemyTy,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E550,Sprach.TANKA,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E551,Sprach.TANKB,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E552,Sprach.TANKC,FIELD,UNKNOWN,0.200,0.050,Sprach,TankWar_P4,no configured role token matched
E553,Missile,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E554,Missile.Missile,CONSTRUCTOR,UNKNOWN,0.200,0.050,Missile,TankWar_P4,no configured role token matched
E555,Missile.init,METHOD,UNKNOWN,0.200,0.050,Missile,TankWar_P4,no configured role token matched
E556,Tank,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E557,Tank.Tank,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank,TankWar_P4,no configured role token matched
E558,Tank.tankFeindKI,METHOD,UNKNOWN,0.200,0.050,Tank,TankWar_P4,no configured role token matched
E559,Wall$$TankWar,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E56,MapInfo.MapInfo,CONSTRUCTOR,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E560,Wall$$TankWar.koernigGroesse,FIELD,UNKNOWN,0.200,0.050,Wall$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E561,Wall$$TankWar.wallTeile,FIELD,UNKNOWN,0.200,0.050,Wall$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E562,Wall$$TankWar.Wall$$TankWar,CONSTRUCTOR,UNKNOWN,0.200,0.050,Wall$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E563,Wall$$TankWar.init,METHOD,UNKNOWN,0.200,0.050,Wall$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E564,Wall$$TankWar.malen,METHOD,UNKNOWN,0.200,0.050,Wall$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E565,Wall$$TankWar.stossenGegen,METHOD,UNKNOWN,0.200,0.050,Wall$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E566,Wall$$TankWar.stossenGegenTeil,METHOD,UNKNOWN,0.200,0.050,Wall$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E567,TankManager,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E568,TankManager.sound,FIELD,UNKNOWN,0.200,0.050,TankManager,TankWar_P2,no configured role token matched
E569,TankManager.TankManager,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager,TankWar_P2,no configured role token matched
E57,MapInfo.readMap,METHOD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E570,TankManager.aktualisieren,METHOD,UNKNOWN,0.200,0.050,TankManager,TankWar_P2,no configured role token matched
E571,Tank,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E572,Tank.Tank,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank,TankWar_P2,no configured role token matched
